unique_product_id,product_name,category,sub_category
"FUR-CH-10001664_Novimex Swivel Stool, Black","Novimex Swivel Stool, Black",Furniture,Chairs
"OFF-AP-10003240_Breville Stove, Black","Breville Stove, Black",Office Supplies,Appliances
"FUR-TA-10000136_Chromcraft Conference Table, Adjustable Height","Chromcraft Conference Table, Adjustable Height",Furniture,Tables
"FUR-BO-10002866_Safco Classic Bookcase, Pine","Safco Classic Bookcase, Pine",Furniture,Bookcases
OFF-ST-10004459_Tennsco Single-Tier Lockers,Tennsco Single-Tier Lockers,Office Supplies,Storage
"FUR-TA-10001276_Lesro Coffee Table, with Bottom Storage","Lesro Coffee Table, with Bottom Storage",Furniture,Tables
TEC-MA-10002178_Cisco CP-7937G Unified IP Conference Station Phone,Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines
"TEC-APP-10002966_Apple Smart Phone, Full Size","Apple Smart Phone, Full Size",Technology,Phones
"FUR-CH-10000685_Hon Executive Leather Armchair, Black","Hon Executive Leather Armchair, Black",Furniture,Chairs
"FUR-BO-10001541_Bush Stackable Bookrack, Traditional","Bush Stackable Bookrack, Traditional",Furniture,Bookcases
"TEC-CO-10003931_Hewlett Fax Machine, High-Speed","Hewlett Fax Machine, High-Speed",Technology,Copiers
"FUR-BO-10001553_Sauder Library with Doors, Traditional","Sauder Library with Doors, Traditional",Furniture,Bookcases
"OFF-ST-10004748_Smead Lockers, Blue","Smead Lockers, Blue",Office Supplies,Storage
"OFF-AP-10000540_Hamilton Beach Refrigerator, Red","Hamilton Beach Refrigerator, Red",Office Supplies,Appliances
"TEC-CO-10004567_Brother Fax Machine, Color","Brother Fax Machine, Color",Technology,Copiers
"FUR-BO-10001749_Bush Classic Bookcase, Traditional","Bush Classic Bookcase, Traditional",Furniture,Bookcases
"OFF-ROG-10003898_Rogers Lockers, Single Width","Rogers Lockers, Single Width",Office Supplies,Storage
TEC-MA-10000864_Cisco 9971 IP Video Phone Charcoal,Cisco 9971 IP Video Phone Charcoal,Technology,Machines
"TEC-CO-10002663_Sharp Wireless Fax, Laser","Sharp Wireless Fax, Laser",Technology,Copiers
"TEC-CO-10001419_Hewlett Copy Machine, Color","Hewlett Copy Machine, Color",Technology,Copiers
TEC-CO-10003763_Canon PC1060 Personal Laser Copier,Canon PC1060 Personal Laser Copier,Technology,Copiers
"TEC-CO-10000679_Hewlett Personal Copier, High-Speed","Hewlett Personal Copier, High-Speed",Technology,Copiers
"FUR-IKE-10001539_Ikea Classic Bookcase, Pine","Ikea Classic Bookcase, Pine",Furniture,Bookcases
"TEC-CO-10002376_Hewlett Fax Machine, Laser","Hewlett Fax Machine, Laser",Technology,Copiers
"FUR-TA-10002903_Bevis Round Bullnose 29"" High Table Top","Bevis Round Bullnose 29"" High Table Top",Furniture,Tables
"OFF-AP-10000136_Hamilton Beach Refrigerator, White","Hamilton Beach Refrigerator, White",Office Supplies,Appliances
"FUR-BO-10000567_Sauder Classic Bookcase, Traditional","Sauder Classic Bookcase, Traditional",Furniture,Bookcases
"FUR-BO-10001471_Sauder Classic Bookcase, Metal","Sauder Classic Bookcase, Metal",Furniture,Bookcases
"OFF-ST-10001758_Rogers Lockers, Blue","Rogers Lockers, Blue",Office Supplies,Storage
TEC-AC-10003870_Logitech Z-906 Speaker sys - home theater - 5.1-CH,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories
"OFF-ST-10004191_Tenex Lockers, Blue","Tenex Lockers, Blue",Office Supplies,Storage
"FUR-TA-10004154_Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables
"FUR-OFF-10001224_Office Star Swivel Stool, Red","Office Star Swivel Stool, Red",Furniture,Chairs
"FUR-BO-10002545_Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases
"OFF-AP-10004913_KitchenAid Refrigerator, Black","KitchenAid Refrigerator, Black",Office Supplies,Appliances
"TEC-MA-10002392_Konica Card Printer, Wireless","Konica Card Printer, Wireless",Technology,Machines
"FUR-TA-10003222_Barricks Wood Table, with Bottom Storage","Barricks Wood Table, with Bottom Storage",Furniture,Tables
"TEC-AC-10000639_Belkin Router, Bluetooth","Belkin Router, Bluetooth",Technology,Accessories
"FUR-TA-10003354_Barricks Conference Table, Adjustable Height","Barricks Conference Table, Adjustable Height",Furniture,Tables
OFF-BI-10003091_GBC DocuBind TL200 Manual Binding Machine,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders
"OFF-AP-10001527_Hamilton Beach Microwave, Black","Hamilton Beach Microwave, Black",Office Supplies,Appliances
"TEC-SAM-10004940_Samsung Smart Phone, Full Size","Samsung Smart Phone, Full Size",Technology,Phones
"TEC-CO-10003777_Hewlett Copy Machine, Color","Hewlett Copy Machine, Color",Technology,Copiers
"OFF-AP-10001169_Cuisinart Microwave, White","Cuisinart Microwave, White",Office Supplies,Appliances
FUR-BO-10002213_DMI Eclipse Executive Suite Bookcases,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases
"FUR-BO-10000120_Sauder Stackable Bookrack, Mobile","Sauder Stackable Bookrack, Mobile",Furniture,Bookcases
"TEC-PH-10002991_Apple Smart Phone, Full Size","Apple Smart Phone, Full Size",Technology,Phones
"FUR-TA-10000989_Lesro Conference Table, Rectangular","Lesro Conference Table, Rectangular",Furniture,Tables
"TEC-MA-10004609_Okidata Inkjet, White","Okidata Inkjet, White",Technology,Machines
"TEC-CO-10003448_Canon Personal Copier, Laser","Canon Personal Copier, Laser",Technology,Copiers
"TEC-CO-10003496_Brother Wireless Fax, Digital","Brother Wireless Fax, Digital",Technology,Copiers
"OFF-ST-10003150_Smead Lockers, Wire Frame","Smead Lockers, Wire Frame",Office Supplies,Storage
"FUR-BO-10004947_Safco Stackable Bookrack, Pine","Safco Stackable Bookrack, Pine",Furniture,Bookcases
"FUR-CH-10004694_Office Star Rocking Chair, Black","Office Star Rocking Chair, Black",Furniture,Chairs
"FUR-CH-10004669_Novimex Executive Leather Armchair, Black","Novimex Executive Leather Armchair, Black",Furniture,Chairs
"FUR-BO-10001196_Bush Library with Doors, Pine","Bush Library with Doors, Pine",Furniture,Bookcases
"OFF-KIT-10001380_KitchenAid Microwave, Black","KitchenAid Microwave, Black",Office Supplies,Appliances
"TEC-MA-10000753_Epson Printer, Red","Epson Printer, Red",Technology,Machines
"OFF-ST-10000624_Eldon File Cart, Single Width","Eldon File Cart, Single Width",Office Supplies,Storage
"TEC-PH-10002601_Motorola Smart Phone, Cordless","Motorola Smart Phone, Cordless",Technology,Phones
"OFF-ROG-10001735_Rogers Lockers, Blue","Rogers Lockers, Blue",Office Supplies,Storage
"FUR-TA-10002256_Hon Wood Table, Fully Assembled","Hon Wood Table, Fully Assembled",Furniture,Tables
"TEC-CO-10001413_Hewlett Wireless Fax, High-Speed","Hewlett Wireless Fax, High-Speed",Technology,Copiers
"FUR-LES-10002026_Lesro Conference Table, Rectangular","Lesro Conference Table, Rectangular",Furniture,Tables
"TEC-MA-10001777_Okidata Printer, Red","Okidata Printer, Red",Technology,Machines
"FUR-CH-10004462_Hon Executive Leather Armchair, Adjustable","Hon Executive Leather Armchair, Adjustable",Furniture,Chairs
"FUR-BO-10002580_Safco Classic Bookcase, Pine","Safco Classic Bookcase, Pine",Furniture,Bookcases
"TEC-PH-10004618_Motorola Signal Booster, Cordless","Motorola Signal Booster, Cordless",Technology,Phones
"OFF-ROG-10001101_Rogers Shelving, Wire Frame","Rogers Shelving, Wire Frame",Office Supplies,Storage
"OFF-AP-10002252_Cuisinart Stove, Black","Cuisinart Stove, Black",Office Supplies,Appliances
"FUR-CH-10000660_Novimex Executive Leather Armchair, Adjustable","Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs
"FUR-TA-10001285_Chromcraft Conference Table, Fully Assembled","Chromcraft Conference Table, Fully Assembled",Furniture,Tables
"OFF-ST-10003741_Smead Lockers, Blue","Smead Lockers, Blue",Office Supplies,Storage
"FUR-BO-10003046_Safco Library with Doors, Mobile","Safco Library with Doors, Mobile",Furniture,Bookcases
"FUR-TA-10001116_Barricks Conference Table, Fully Assembled","Barricks Conference Table, Fully Assembled",Furniture,Tables
TEC-PH-10004586_Wilson SignalBoost 841262 DB PRO Amplifier Kit,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones
"FUR-CH-10002780_Office Star Executive Leather Armchair, Black","Office Star Executive Leather Armchair, Black",Furniture,Chairs
"FUR-BO-10004558_Sauder Library with Doors, Pine","Sauder Library with Doors, Pine",Furniture,Bookcases
"TEC-PH-10003457_Cisco Smart Phone, Full Size","Cisco Smart Phone, Full Size",Technology,Phones
"TEC-MEM-10002005_Memorex Router, Erganomic","Memorex Router, Erganomic",Technology,Accessories
"TEC-CO-10003342_Canon Fax Machine, High-Speed","Canon Fax Machine, High-Speed",Technology,Copiers
FUR-CH-10004086_Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs
"FUR-BEV-10004919_Bevis Wood Table, with Bottom Storage","Bevis Wood Table, with Bottom Storage",Furniture,Tables
"TEC-CO-10003342_Canon Wireless Fax, High-Speed","Canon Wireless Fax, High-Speed",Technology,Copiers
"TEC-OKI-10001385_Okidata Inkjet, White","Okidata Inkjet, White",Technology,Machines
"FUR-CH-10003009_Novimex Swivel Stool, Adjustable","Novimex Swivel Stool, Adjustable",Furniture,Chairs
"FUR-BO-10002613_Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases
OFF-BI-10004519_GBC DocuBind P100 Manual Binding Machine,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders
"OFF-AP-10001931_Cuisinart Stove, Red","Cuisinart Stove, Red",Office Supplies,Appliances
"OFF-AP-10001305_Breville Microwave, White","Breville Microwave, White",Office Supplies,Appliances
"TEC-CO-10002150_Canon Fax and Copier, Digital","Canon Fax and Copier, Digital",Technology,Copiers
"TEC-PH-10004823_Nokia Smart Phone, Full Size","Nokia Smart Phone, Full Size",Technology,Phones
"FUR-CH-10000051_Harbour Creations Executive Leather Armchair, Black","Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs
"FUR-CH-10000454_Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs
TEC-PH-10001795_ClearOne CHATAttach 160 - speaker phone,ClearOne CHATAttach 160 - speaker phone,Technology,Phones
"FUR-TA-10003268_Lesro Round Table, Rectangular","Lesro Round Table, Rectangular",Furniture,Tables
TEC-AC-10001838_Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories
"FUR-BO-10002204_Bush Classic Bookcase, Pine","Bush Classic Bookcase, Pine",Furniture,Bookcases
"TEC-AC-10004571_Logitech Router, Programmable","Logitech Router, Programmable",Technology,Accessories
"FUR-CH-10004095_SAFCO Executive Leather Armchair, Adjustable","SAFCO Executive Leather Armchair, Adjustable",Furniture,Chairs
TEC-MA-10000010_Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,Machines
"OFF-KIT-10003683_KitchenAid Stove, Silver","KitchenAid Stove, Silver",Office Supplies,Appliances
"FUR-BO-10000980_Bush Library with Doors, Traditional","Bush Library with Doors, Traditional",Furniture,Bookcases
"FUR-BUS-10004644_Bush Library with Doors, Pine","Bush Library with Doors, Pine",Furniture,Bookcases
TEC-PH-10000730_Samsung Galaxy S4 Active,Samsung Galaxy S4 Active,Technology,Phones
"OFF-AP-10002321_Hoover Microwave, Silver","Hoover Microwave, Silver",Office Supplies,Appliances
"TEC-PH-10000896_Cisco Signal Booster, VoIP","Cisco Signal Booster, VoIP",Technology,Phones
"TEC-MEM-10002202_Memorex Router, USB","Memorex Router, USB",Technology,Accessories
"FUR-BO-10001356_Ikea Library with Doors, Mobile","Ikea Library with Doors, Mobile",Furniture,Bookcases
"TEC-SHA-10001231_Sharp Wireless Fax, Color","Sharp Wireless Fax, Color",Technology,Copiers
"FUR-HON-10001960_Hon Wood Table, Rectangular","Hon Wood Table, Rectangular",Furniture,Tables
"FUR-TA-10002966_Chromcraft Computer Table, Fully Assembled","Chromcraft Computer Table, Fully Assembled",Furniture,Tables
"FUR-BO-10001943_Safco Library with Doors, Traditional","Safco Library with Doors, Traditional",Furniture,Bookcases
"TEC-BRO-10004802_Brother Fax Machine, High-Speed","Brother Fax Machine, High-Speed",Technology,Copiers
"TEC-PH-10001751_Samsung Smart Phone, Cordless","Samsung Smart Phone, Cordless",Technology,Phones
"TEC-PH-10003713_Nokia Smart Phone, Cordless","Nokia Smart Phone, Cordless",Technology,Phones
"FUR-BO-10000967_Ikea Library with Doors, Pine","Ikea Library with Doors, Pine",Furniture,Bookcases
"OFF-AP-10002317_Hamilton Beach Refrigerator, Silver","Hamilton Beach Refrigerator, Silver",Office Supplies,Appliances
"TEC-SHA-10000971_Sharp Fax Machine, Color","Sharp Fax Machine, Color",Technology,Copiers
"FUR-CH-10000546_Harbour Creations Executive Leather Armchair, Adjustable","Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs
"TEC-STA-10002497_StarTech Card Printer, White","StarTech Card Printer, White",Technology,Machines
"TEC-CO-10001895_Sharp Wireless Fax, Color","Sharp Wireless Fax, Color",Technology,Copiers
"OFF-AP-10002573_Hamilton Beach Stove, Black","Hamilton Beach Stove, Black",Office Supplies,Appliances
"FUR-BO-10001255_Ikea Library with Doors, Mobile","Ikea Library with Doors, Mobile",Furniture,Bookcases
"FUR-BO-10002990_Dania Library with Doors, Traditional","Dania Library with Doors, Traditional",Furniture,Bookcases
"FUR-TA-10004711_Lesro Conference Table, Adjustable Height","Lesro Conference Table, Adjustable Height",Furniture,Tables
"OFF-AP-10000584_Breville Refrigerator, Silver","Breville Refrigerator, Silver",Office Supplies,Appliances
"TEC-PH-10000720_Samsung Audio Dock, Full Size","Samsung Audio Dock, Full Size",Technology,Phones
"OFF-SME-10000538_Smead File Cart, Single Width","Smead File Cart, Single Width",Office Supplies,Storage
"FUR-BO-10002736_Sauder Stackable Bookrack, Mobile","Sauder Stackable Bookrack, Mobile",Furniture,Bookcases
"OFF-CUI-10000682_Cuisinart Stove, Silver","Cuisinart Stove, Silver",Office Supplies,Appliances
"TEC-AC-10002244_Enermax Router, Erganomic","Enermax Router, Erganomic",Technology,Accessories
"TEC-HEW-10003829_Hewlett Wireless Fax, High-Speed","Hewlett Wireless Fax, High-Speed",Technology,Copiers
FUR-TA-10003954_Hon 94000 Series Round Tables,Hon 94000 Series Round Tables,Furniture,Tables
"OFF-AP-10001593_Cuisinart Microwave, Red","Cuisinart Microwave, Red",Office Supplies,Appliances
"OFF-BRE-10001107_Breville Stove, Red","Breville Stove, Red",Office Supplies,Appliances
TEC-MA-10002428_Fellowes Powershred HS-440 4-Sheet High Security Shredder,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines
"TEC-CO-10003655_Hewlett Wireless Fax, High-Speed","Hewlett Wireless Fax, High-Speed",Technology,Copiers
"FUR-CH-10001271_SAFCO Executive Leather Armchair, Red","SAFCO Executive Leather Armchair, Red",Furniture,Chairs
"TEC-CO-10000447_Canon Wireless Fax, Color","Canon Wireless Fax, Color",Technology,Copiers
"FUR-CH-10001332_Office Star Executive Leather Armchair, Red","Office Star Executive Leather Armchair, Red",Furniture,Chairs
"FUR-CH-10002573_Office Star Executive Leather Armchair, Adjustable","Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs
"OFF-ST-10000704_Rogers File Cart, Blue","Rogers File Cart, Blue",Office Supplies,Storage
"TEC-CO-10003354_Brother Fax Machine, Laser","Brother Fax Machine, Laser",Technology,Copiers
"TEC-MA-10002918_StarTech Card Printer, White","StarTech Card Printer, White",Technology,Machines
"FUR-CH-10001588_Hon Executive Leather Armchair, Red","Hon Executive Leather Armchair, Red",Furniture,Chairs
"TEC-MA-10001752_Konica Printer, Durable","Konica Printer, Durable",Technology,Machines
"TEC-PH-10004006_Nokia Audio Dock, Full Size","Nokia Audio Dock, Full Size",Technology,Phones
"FUR-BO-10000035_Dania Classic Bookcase, Pine","Dania Classic Bookcase, Pine",Furniture,Bookcases
"OFF-AP-10003275_KitchenAid Microwave, Silver","KitchenAid Microwave, Silver",Office Supplies,Appliances
"OFF-AP-10003561_Breville Microwave, Black","Breville Microwave, Black",Office Supplies,Appliances
TEC-MA-10000488_Bady BDG101FRU Card Printer,Bady BDG101FRU Card Printer,Technology,Machines
"FUR-TA-10004154_Lesro Round Table, Adjustable Height","Lesro Round Table, Adjustable Height",Furniture,Tables
"TEC-STA-10003330_StarTech Printer, Red","StarTech Printer, Red",Technology,Machines
"TEC-CAN-10000932_Canon Fax Machine, Color","Canon Fax Machine, Color",Technology,Copiers
"FUR-CH-10000994_Harbour Creations Rocking Chair, Black","Harbour Creations Rocking Chair, Black",Furniture,Chairs
"FUR-BO-10003783_Dania Library with Doors, Pine","Dania Library with Doors, Pine",Furniture,Bookcases
"OFF-AP-10001329_KitchenAid Stove, White","KitchenAid Stove, White",Office Supplies,Appliances
"TEC-CO-10004563_HP Copy Machine, Color","HP Copy Machine, Color",Technology,Copiers
"OFF-HOO-10001783_Hoover Microwave, Red","Hoover Microwave, Red",Office Supplies,Appliances
"OFF-AP-10003558_Hoover Refrigerator, White","Hoover Refrigerator, White",Office Supplies,Appliances
"FUR-BO-10000170_Safco Library with Doors, Mobile","Safco Library with Doors, Mobile",Furniture,Bookcases
"FUR-TA-10002101_Bevis Conference Table, Fully Assembled","Bevis Conference Table, Fully Assembled",Furniture,Tables
"TEC-PH-10000419_Apple Smart Phone, Full Size","Apple Smart Phone, Full Size",Technology,Phones
"FUR-TA-10001494_Lesro Wood Table, Adjustable Height","Lesro Wood Table, Adjustable Height",Furniture,Tables
"FUR-BO-10001165_Bush Library with Doors, Mobile","Bush Library with Doors, Mobile",Furniture,Bookcases
